id_grupo_valor_categoria,id_valor_categoria
8e957126-7c53-43bc-a461-2fd0030859e0,8d0db2d2-b4d8-4c38-acdb-91e587aae26b
8e957126-7c53-43bc-a461-2fd0030859e0,1395c77a-804b-47ad-9c8b-68f983c1a9bc
8e957126-7c53-43bc-a461-2fd0030859e0,0000b446-24e9-416c-8f62-3bdaef092429
e10baa41-bd53-4d5e-aba0-7e9cc5174fb1,a2f53485-0dd2-44e2-9709-459885fe9e1b
e10baa41-bd53-4d5e-aba0-7e9cc5174fb1,cc0b02c1-a585-406e-9ff9-44ae61e967b7
f68236fe-3277-4eaf-846a-280a32ec29e5,41ee3b5a-6472-4733-9624-b3dc7c857d8b
f68236fe-3277-4eaf-846a-280a32ec29e5,51b721ad-137e-41df-b705-2df734656d84
f68236fe-3277-4eaf-846a-280a32ec29e5,c28a37d1-860a-4fa2-8cf6-81538bb28c99
e2aadeb1-1f25-49f0-a209-3ff452893f90,5d484360-0322-408b-9143-736037fc17b2
e2aadeb1-1f25-49f0-a209-3ff452893f90,dab80e91-b7a9-4138-b3d8-0ab0fe9484ff
e2aadeb1-1f25-49f0-a209-3ff452893f90,2f043d87-373a-4ef3-822e-e908d27b588b
e2aadeb1-1f25-49f0-a209-3ff452893f90,ddd10323-c540-454e-892d-5309ff335883
c2911c4d-8164-424e-add9-1402709e0fef,5a46ef97-cf7f-4ee1-a922-48f76fac3812
c2911c4d-8164-424e-add9-1402709e0fef,9d04faee-c830-4954-af6e-12be4d09d57b
c2911c4d-8164-424e-add9-1402709e0fef,8f82826e-dcb6-4766-889c-8395ed3f116b
c2911c4d-8164-424e-add9-1402709e0fef,ee41c201-c202-4c56-b1d7-d7264635301d
4f170530-c01d-4b62-8604-6cb0e4ea2b38,5a46ef97-cf7f-4ee1-a922-48f76fac3812
4f170530-c01d-4b62-8604-6cb0e4ea2b38,9d04faee-c830-4954-af6e-12be4d09d57b
4f170530-c01d-4b62-8604-6cb0e4ea2b38,8f82826e-dcb6-4766-889c-8395ed3f116b
4f170530-c01d-4b62-8604-6cb0e4ea2b38,ee41c201-c202-4c56-b1d7-d7264635301d
d1f91df5-bb25-4827-997e-1cd25d786326,671ac421-9d7c-4258-96a9-60fbf1c9dc7f
d1f91df5-bb25-4827-997e-1cd25d786326,8a341367-c3f3-4e9a-8d7b-ed42cd2a271c
d1f91df5-bb25-4827-997e-1cd25d786326,245c9d47-9fcd-48af-a56b-048c93a66117
d1f91df5-bb25-4827-997e-1cd25d786326,cd6710e5-c6fa-4cef-9f32-7c94b457f010
356fb6b8-54ee-4a4e-8d79-2040624b0e0d,5a46ef97-cf7f-4ee1-a922-48f76fac3812
356fb6b8-54ee-4a4e-8d79-2040624b0e0d,2f777573-c5ce-4d32-beee-24694dde857e
0639eb61-da15-413a-8bdc-c1c7801588e5,5a46ef97-cf7f-4ee1-a922-48f76fac3812
0639eb61-da15-413a-8bdc-c1c7801588e5,2f777573-c5ce-4d32-beee-24694dde857e
50551106-3e46-4f7a-aeed-274fe9881967,5a46ef97-cf7f-4ee1-a922-48f76fac3812
50551106-3e46-4f7a-aeed-274fe9881967,2f777573-c5ce-4d32-beee-24694dde857e
e440515b-71ee-4ee3-91ac-df2937bc7ff8,5a46ef97-cf7f-4ee1-a922-48f76fac3812
e440515b-71ee-4ee3-91ac-df2937bc7ff8,2f777573-c5ce-4d32-beee-24694dde857e
b673f2f5-2991-4962-99a2-cfae2b1a99ea,5a46ef97-cf7f-4ee1-a922-48f76fac3812
b673f2f5-2991-4962-99a2-cfae2b1a99ea,2f777573-c5ce-4d32-beee-24694dde857e
26278e5d-86c8-4ab7-a024-3ad10e11ad05,5a46ef97-cf7f-4ee1-a922-48f76fac3812
26278e5d-86c8-4ab7-a024-3ad10e11ad05,2f777573-c5ce-4d32-beee-24694dde857e
9740013b-9838-4a8e-88f3-2ef35af7ef2e,5a46ef97-cf7f-4ee1-a922-48f76fac3812
9740013b-9838-4a8e-88f3-2ef35af7ef2e,2f777573-c5ce-4d32-beee-24694dde857e
ad35245b-fea3-430b-9678-31fae12c7547,5a46ef97-cf7f-4ee1-a922-48f76fac3812
ad35245b-fea3-430b-9678-31fae12c7547,2f777573-c5ce-4d32-beee-24694dde857e
af966a43-5849-4a37-b55c-78566d2aa191,5a46ef97-cf7f-4ee1-a922-48f76fac3812
af966a43-5849-4a37-b55c-78566d2aa191,2f777573-c5ce-4d32-beee-24694dde857e
bd46d0b2-554b-4356-b0a6-88fe08256867,5a46ef97-cf7f-4ee1-a922-48f76fac3812
bd46d0b2-554b-4356-b0a6-88fe08256867,2f777573-c5ce-4d32-beee-24694dde857e
d36f7050-e445-4d79-9b4d-64efe9b07078,5a46ef97-cf7f-4ee1-a922-48f76fac3812
d36f7050-e445-4d79-9b4d-64efe9b07078,2f777573-c5ce-4d32-beee-24694dde857e
b270ad73-8796-42e3-bc02-e0b2ae284357,5a46ef97-cf7f-4ee1-a922-48f76fac3812
b270ad73-8796-42e3-bc02-e0b2ae284357,2f777573-c5ce-4d32-beee-24694dde857e
38df3e90-ff2e-4530-b553-1db618fa9915,5a46ef97-cf7f-4ee1-a922-48f76fac3812
38df3e90-ff2e-4530-b553-1db618fa9915,2f777573-c5ce-4d32-beee-24694dde857e
91f91485-4a9d-4bdd-ab41-fc02431d3fa4,5a46ef97-cf7f-4ee1-a922-48f76fac3812
91f91485-4a9d-4bdd-ab41-fc02431d3fa4,2f777573-c5ce-4d32-beee-24694dde857e
754c9876-f02d-4a70-87d7-76ab7e0ef1e1,5a46ef97-cf7f-4ee1-a922-48f76fac3812
754c9876-f02d-4a70-87d7-76ab7e0ef1e1,2f777573-c5ce-4d32-beee-24694dde857e
1323bcf7-c340-4513-99a1-f980894fcecb,5a46ef97-cf7f-4ee1-a922-48f76fac3812
1323bcf7-c340-4513-99a1-f980894fcecb,2f777573-c5ce-4d32-beee-24694dde857e
172172a1-592f-497a-8445-7e84e3a6c8c8,f673eb77-891a-4ab0-a4fb-d71f796fe688
172172a1-592f-497a-8445-7e84e3a6c8c8,2d4e86bb-2824-451c-abd6-da73c0fb3df9
172172a1-592f-497a-8445-7e84e3a6c8c8,9290f692-beed-4fe5-8f5f-b2e3c31b73d9
172172a1-592f-497a-8445-7e84e3a6c8c8,ee1ce2c0-85c3-49ec-b27a-71c44a16cd63
172172a1-592f-497a-8445-7e84e3a6c8c8,728ee370-900e-45c5-abdd-bc727536bbdf
172172a1-592f-497a-8445-7e84e3a6c8c8,219f6a28-51ae-49cd-a83f-0a78b9074dbc
172172a1-592f-497a-8445-7e84e3a6c8c8,031e8759-c8e5-4987-8ed0-da44612b1729
c99fb8e5-65c6-4143-96ea-426d25e05c82,a2c3b397-b7cc-4a10-b358-3617ae50b30e
c99fb8e5-65c6-4143-96ea-426d25e05c82,3a59a935-69ad-4d09-9f52-60694d6c1be6
c99fb8e5-65c6-4143-96ea-426d25e05c82,4add926e-057d-4f6d-ba36-81c856f8efe6
30e605b3-ea92-4e37-a56f-9c5e812aecf7,5a46ef97-cf7f-4ee1-a922-48f76fac3812
30e605b3-ea92-4e37-a56f-9c5e812aecf7,2f777573-c5ce-4d32-beee-24694dde857e
7a167369-9e96-44d3-9220-be3c32ad3bc9,5a46ef97-cf7f-4ee1-a922-48f76fac3812
7a167369-9e96-44d3-9220-be3c32ad3bc9,2f777573-c5ce-4d32-beee-24694dde857e
575af2a8-3a68-4b0b-bc88-ec4a2e9172c6,5a46ef97-cf7f-4ee1-a922-48f76fac3812
575af2a8-3a68-4b0b-bc88-ec4a2e9172c6,2f777573-c5ce-4d32-beee-24694dde857e
9679fe0e-1d1b-4dbc-8595-79345eb48a33,5a46ef97-cf7f-4ee1-a922-48f76fac3812
9679fe0e-1d1b-4dbc-8595-79345eb48a33,2f777573-c5ce-4d32-beee-24694dde857e
de61c016-3335-4ac9-9a62-0330507e1a88,5a46ef97-cf7f-4ee1-a922-48f76fac3812
de61c016-3335-4ac9-9a62-0330507e1a88,2f777573-c5ce-4d32-beee-24694dde857e
6ad0117f-3265-4a93-9976-fad755878196,5a46ef97-cf7f-4ee1-a922-48f76fac3812
6ad0117f-3265-4a93-9976-fad755878196,2f777573-c5ce-4d32-beee-24694dde857e
79172d92-98d7-48ca-89cd-61d3caffa366,5a46ef97-cf7f-4ee1-a922-48f76fac3812
79172d92-98d7-48ca-89cd-61d3caffa366,2f777573-c5ce-4d32-beee-24694dde857e
4041130c-f160-4378-859c-7301c44ecc5c,5a46ef97-cf7f-4ee1-a922-48f76fac3812
4041130c-f160-4378-859c-7301c44ecc5c,2f777573-c5ce-4d32-beee-24694dde857e
da369b84-e9fb-47e2-bd8e-168a926d4607,5a46ef97-cf7f-4ee1-a922-48f76fac3812
da369b84-e9fb-47e2-bd8e-168a926d4607,2f777573-c5ce-4d32-beee-24694dde857e
cfc45be7-c470-40d8-b31e-eda9de79ca02,5a46ef97-cf7f-4ee1-a922-48f76fac3812
cfc45be7-c470-40d8-b31e-eda9de79ca02,2f777573-c5ce-4d32-beee-24694dde857e
3fce490f-baef-423a-8aef-94805af12f0c,cc22319c-6696-426e-bb62-c37b64a6ebf0
3fce490f-baef-423a-8aef-94805af12f0c,77233b99-51f9-48fa-9d0b-9cda9109c39f
3fce490f-baef-423a-8aef-94805af12f0c,86d512e1-2cb0-4eb2-868d-6231f9cc74a5
3fce490f-baef-423a-8aef-94805af12f0c,e194e993-6054-4389-b5ca-b6e0121ef1d8
e7922a62-1386-4540-b7b6-515eb9d50555,cc22319c-6696-426e-bb62-c37b64a6ebf0
e7922a62-1386-4540-b7b6-515eb9d50555,77233b99-51f9-48fa-9d0b-9cda9109c39f
e7922a62-1386-4540-b7b6-515eb9d50555,86d512e1-2cb0-4eb2-868d-6231f9cc74a5
e7922a62-1386-4540-b7b6-515eb9d50555,e194e993-6054-4389-b5ca-b6e0121ef1d8
c5ce94d4-6642-4b6c-99f2-8c68bb0df89d,cc22319c-6696-426e-bb62-c37b64a6ebf0
c5ce94d4-6642-4b6c-99f2-8c68bb0df89d,1c7602d9-cf22-40cc-826e-31f337ada7de
c5ce94d4-6642-4b6c-99f2-8c68bb0df89d,f9efb626-d2e7-41bd-9976-a49624480383
3c413697-1b08-4ea6-a425-90c3eb1e8184,cc22319c-6696-426e-bb62-c37b64a6ebf0
3c413697-1b08-4ea6-a425-90c3eb1e8184,77233b99-51f9-48fa-9d0b-9cda9109c39f
3c413697-1b08-4ea6-a425-90c3eb1e8184,86d512e1-2cb0-4eb2-868d-6231f9cc74a5
3c413697-1b08-4ea6-a425-90c3eb1e8184,e194e993-6054-4389-b5ca-b6e0121ef1d8
32ed0f22-d481-4fdb-9cfa-f193d660b9c4,cc22319c-6696-426e-bb62-c37b64a6ebf0
32ed0f22-d481-4fdb-9cfa-f193d660b9c4,77233b99-51f9-48fa-9d0b-9cda9109c39f
32ed0f22-d481-4fdb-9cfa-f193d660b9c4,86d512e1-2cb0-4eb2-868d-6231f9cc74a5
32ed0f22-d481-4fdb-9cfa-f193d660b9c4,e194e993-6054-4389-b5ca-b6e0121ef1d8
6b44e3c6-a9a8-477c-a5a3-d35f415f1823,5d9106d6-ba7e-430e-92cf-631a003c9b82
6b44e3c6-a9a8-477c-a5a3-d35f415f1823,62b89d06-2430-4e9c-91b2-0731889b0116
6b44e3c6-a9a8-477c-a5a3-d35f415f1823,d60f5240-e3e3-416f-960d-2b266f7e11f2
6b44e3c6-a9a8-477c-a5a3-d35f415f1823,90c1a6b8-caee-4bd2-a5db-9f28db931306
5bf59e13-0833-46eb-a37e-fb4da912efc1,5a46ef97-cf7f-4ee1-a922-48f76fac3812
5bf59e13-0833-46eb-a37e-fb4da912efc1,2f777573-c5ce-4d32-beee-24694dde857e
5b398c04-70c4-41c9-a959-42eb50eb9511,5a46ef97-cf7f-4ee1-a922-48f76fac3812
5b398c04-70c4-41c9-a959-42eb50eb9511,2f777573-c5ce-4d32-beee-24694dde857e
5b398c04-70c4-41c9-a959-42eb50eb9511,01bf731b-0e53-46e9-8180-04f991bbcb7f
4c50cc2e-3c81-47a7-b4d8-53ec9fe04a1f,b99c0f40-150b-409d-a7ef-aed702b319e2
4c50cc2e-3c81-47a7-b4d8-53ec9fe04a1f,258c0f65-5463-48f2-821d-7e085e5dafc0
4c50cc2e-3c81-47a7-b4d8-53ec9fe04a1f,3255531f-2807-4065-80ab-e1aeadda53af
638de28d-6ce6-4869-911c-9f264cf543b7,b99c0f40-150b-409d-a7ef-aed702b319e2
638de28d-6ce6-4869-911c-9f264cf543b7,258c0f65-5463-48f2-821d-7e085e5dafc0
638de28d-6ce6-4869-911c-9f264cf543b7,3255531f-2807-4065-80ab-e1aeadda53af
8709689c-d145-479c-836f-0427d26960dd,5a46ef97-cf7f-4ee1-a922-48f76fac3812
8709689c-d145-479c-836f-0427d26960dd,2f777573-c5ce-4d32-beee-24694dde857e
0e25e3e4-5727-4eee-a2a6-99ac2f561922,5a46ef97-cf7f-4ee1-a922-48f76fac3812
0e25e3e4-5727-4eee-a2a6-99ac2f561922,2f777573-c5ce-4d32-beee-24694dde857e
0d13b610-b6f9-443c-8ac5-95197612dbb3,5a46ef97-cf7f-4ee1-a922-48f76fac3812
0d13b610-b6f9-443c-8ac5-95197612dbb3,2f777573-c5ce-4d32-beee-24694dde857e
2eff6740-5055-4033-9266-5754e044b964,5a46ef97-cf7f-4ee1-a922-48f76fac3812
2eff6740-5055-4033-9266-5754e044b964,2f777573-c5ce-4d32-beee-24694dde857e
5be09f3a-1291-4ce0-98cf-b68bcd214b9d,5a46ef97-cf7f-4ee1-a922-48f76fac3812
5be09f3a-1291-4ce0-98cf-b68bcd214b9d,2f777573-c5ce-4d32-beee-24694dde857e
c7f29d14-c5ba-4a59-aef0-7d85b2a7dd4e,5a46ef97-cf7f-4ee1-a922-48f76fac3812
c7f29d14-c5ba-4a59-aef0-7d85b2a7dd4e,2f777573-c5ce-4d32-beee-24694dde857e
273b4a8d-45fd-4080-987a-48ba693631ee,fc4eb894-38c3-48e6-9c48-8ee0c77e0c00
273b4a8d-45fd-4080-987a-48ba693631ee,ddab700b-78fa-4bf0-94fa-7076ccde9681
273b4a8d-45fd-4080-987a-48ba693631ee,127e4290-847f-4d7f-8397-8507e4dbd94c
ef375999-96fe-490c-b238-88d695b8dfe5,5a46ef97-cf7f-4ee1-a922-48f76fac3812
ef375999-96fe-490c-b238-88d695b8dfe5,2f777573-c5ce-4d32-beee-24694dde857e
0817ba07-9036-4544-8d99-c54a80b96e07,1c4ab18f-9c4b-4892-843a-c4b4c05092d7
0817ba07-9036-4544-8d99-c54a80b96e07,2799e0eb-f71d-4b46-8ea7-21e8259929f7
0817ba07-9036-4544-8d99-c54a80b96e07,f619758c-ef89-45c3-b6c8-fbe15cd867b4
0817ba07-9036-4544-8d99-c54a80b96e07,d9568ea3-01a2-4b70-8a45-ceeea1f525da
0817ba07-9036-4544-8d99-c54a80b96e07,2d14afa6-8cdb-49b3-a85f-9055b78c7d79
0817ba07-9036-4544-8d99-c54a80b96e07,a892f4d9-c1d7-430b-a7bc-656c8bb4c36d
0817ba07-9036-4544-8d99-c54a80b96e07,8fb5813d-75f3-4671-9b23-8d8ee63c2182
0817ba07-9036-4544-8d99-c54a80b96e07,1b20f874-1a23-4256-9cbf-d56c71161716
0817ba07-9036-4544-8d99-c54a80b96e07,028c6a57-94b3-49bb-8230-5dbd04b0b3e9
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,1c4ab18f-9c4b-4892-843a-c4b4c05092d7
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,2799e0eb-f71d-4b46-8ea7-21e8259929f7
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,f619758c-ef89-45c3-b6c8-fbe15cd867b4
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,d9568ea3-01a2-4b70-8a45-ceeea1f525da
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,2d14afa6-8cdb-49b3-a85f-9055b78c7d79
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,a892f4d9-c1d7-430b-a7bc-656c8bb4c36d
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,8fb5813d-75f3-4671-9b23-8d8ee63c2182
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,1b20f874-1a23-4256-9cbf-d56c71161716
3e6f27ae-3fec-45c4-b35b-a8f54822bad5,028c6a57-94b3-49bb-8230-5dbd04b0b3e9
0d024c28-7378-4b9a-9f8e-165b4c92ada3,1c4ab18f-9c4b-4892-843a-c4b4c05092d7
0d024c28-7378-4b9a-9f8e-165b4c92ada3,2799e0eb-f71d-4b46-8ea7-21e8259929f7
0d024c28-7378-4b9a-9f8e-165b4c92ada3,f619758c-ef89-45c3-b6c8-fbe15cd867b4
0d024c28-7378-4b9a-9f8e-165b4c92ada3,d9568ea3-01a2-4b70-8a45-ceeea1f525da
0d024c28-7378-4b9a-9f8e-165b4c92ada3,2d14afa6-8cdb-49b3-a85f-9055b78c7d79
0d024c28-7378-4b9a-9f8e-165b4c92ada3,a892f4d9-c1d7-430b-a7bc-656c8bb4c36d
0d024c28-7378-4b9a-9f8e-165b4c92ada3,8fb5813d-75f3-4671-9b23-8d8ee63c2182
0d024c28-7378-4b9a-9f8e-165b4c92ada3,1b20f874-1a23-4256-9cbf-d56c71161716
0d024c28-7378-4b9a-9f8e-165b4c92ada3,028c6a57-94b3-49bb-8230-5dbd04b0b3e9
bb1d6bd9-02f9-4572-a21f-9036f60b87f4,f3d397ec-8fac-474a-9714-3b2b37d86025
bb1d6bd9-02f9-4572-a21f-9036f60b87f4,b0ea079e-990b-4a6a-9abd-3971701d6a8c
bb1d6bd9-02f9-4572-a21f-9036f60b87f4,86612095-94e8-4332-a714-27e565b65d02
bb1d6bd9-02f9-4572-a21f-9036f60b87f4,243ece18-df5f-45a4-a42e-6b731ebad1e5
ad2349ce-23a7-41d3-8486-87b5044bee19,f3d397ec-8fac-474a-9714-3b2b37d86025
ad2349ce-23a7-41d3-8486-87b5044bee19,b0ea079e-990b-4a6a-9abd-3971701d6a8c
ad2349ce-23a7-41d3-8486-87b5044bee19,86612095-94e8-4332-a714-27e565b65d02
ad2349ce-23a7-41d3-8486-87b5044bee19,243ece18-df5f-45a4-a42e-6b731ebad1e5
73701b63-f7c1-466b-bc32-7a0fccc9e28e,5a46ef97-cf7f-4ee1-a922-48f76fac3812
73701b63-f7c1-466b-bc32-7a0fccc9e28e,2f777573-c5ce-4d32-beee-24694dde857e
2204cda1-2fe7-4463-9ca4-031500b71e8e,4c4cb118-007c-4e76-9793-914a321e8894
2204cda1-2fe7-4463-9ca4-031500b71e8e,135e36d8-8b42-4fa8-a57b-0672cbbf445a
2204cda1-2fe7-4463-9ca4-031500b71e8e,408ae442-3e54-4179-8829-2d334eced3a7
2204cda1-2fe7-4463-9ca4-031500b71e8e,4dae115b-c0ca-4637-8b09-0f37dac66bc5
2204cda1-2fe7-4463-9ca4-031500b71e8e,1842b6e4-3d0c-4299-a4e3-538b725667c9
c64df720-7ce9-4c59-9402-f9c2f37adcee,5a46ef97-cf7f-4ee1-a922-48f76fac3812
c64df720-7ce9-4c59-9402-f9c2f37adcee,06d94748-9049-408d-8a1e-96dcb8c76322
60fb4ad7-1b08-479e-9abd-91d6a27228d4,785f065e-9759-4784-8a5f-f8bc1dce36ae
60fb4ad7-1b08-479e-9abd-91d6a27228d4,dc135962-99d3-47df-8752-a7468d484c3e
60fb4ad7-1b08-479e-9abd-91d6a27228d4,3e0fdcf1-4a29-4981-86df-e778f406b421
65506ad7-25e0-4d06-8a52-21b78a11370c,5a46ef97-cf7f-4ee1-a922-48f76fac3812
65506ad7-25e0-4d06-8a52-21b78a11370c,2f777573-c5ce-4d32-beee-24694dde857e
1cc8f742-0449-48d0-94e3-a3f9c7780c72,5a46ef97-cf7f-4ee1-a922-48f76fac3812
1cc8f742-0449-48d0-94e3-a3f9c7780c72,2f777573-c5ce-4d32-beee-24694dde857e
0389717f-c902-4b9a-8a2f-6f1cf7beb956,5a46ef97-cf7f-4ee1-a922-48f76fac3812
0389717f-c902-4b9a-8a2f-6f1cf7beb956,2f777573-c5ce-4d32-beee-24694dde857e
a810d847-08e1-4b08-bb5d-0ad58ade093f,6cbe8a62-1b0f-4265-84bb-e846924483b3
a810d847-08e1-4b08-bb5d-0ad58ade093f,d0e7e2c9-9c63-4953-b58a-18b2a5d8cad0
a810d847-08e1-4b08-bb5d-0ad58ade093f,9428c00d-9a69-4681-b11c-1a68c1b95323
a810d847-08e1-4b08-bb5d-0ad58ade093f,7eea2572-460e-4c9f-8a4d-32e6c64fe579
a810d847-08e1-4b08-bb5d-0ad58ade093f,7ecfd699-6f30-4650-98ea-c7d4972100d6
a810d847-08e1-4b08-bb5d-0ad58ade093f,e98b76f9-0923-43f2-8a11-4d69130da314
c0095077-9f5c-4b08-998c-7410ef94eb95,5a46ef97-cf7f-4ee1-a922-48f76fac3812
c0095077-9f5c-4b08-998c-7410ef94eb95,2f777573-c5ce-4d32-beee-24694dde857e
