idGrupoTemaInteres,idTemaInteres
438c62d2-0b22-4468-bbe1-526d5eb693d7,0dd57046-8bf3-49a6-9ec5-556385b9e899
438c62d2-0b22-4468-bbe1-526d5eb693d7,6bcc230c-a736-41bd-b859-8149db146b0d
2567960a-be4a-4186-bb2d-b2ab4f5278f1,0dd57046-8bf3-49a6-9ec5-556385b9e899
2567960a-be4a-4186-bb2d-b2ab4f5278f1,6bcc230c-a736-41bd-b859-8149db146b0d
cd323856-77b8-49d0-a32d-3647c69d838f,0dd57046-8bf3-49a6-9ec5-556385b9e899
cd323856-77b8-49d0-a32d-3647c69d838f,6bcc230c-a736-41bd-b859-8149db146b0d
60d27547-47e2-4386-99f4-dadcd8abedc7,0dd57046-8bf3-49a6-9ec5-556385b9e899
60d27547-47e2-4386-99f4-dadcd8abedc7,6bcc230c-a736-41bd-b859-8149db146b0d
618402df-0cbf-44fa-85cf-a2efa811789b,cf81df12-3657-4a51-873c-9c2f39fd240c
d2faa66f-7922-49d9-8a9c-14ee95d7e6ef,04d8d6a7-c069-488b-b554-cf0babdb1fff
ab2b2b08-17d3-4610-8713-b4540df5da04,04d8d6a7-c069-488b-b554-cf0babdb1fff
1fcd8106-6108-434b-8678-3502915b5427,a26824e2-ec93-418b-a32e-bf491cb8e39a
0160ea1f-d4b6-4414-bd5b-778ef182b2d1,a26824e2-ec93-418b-a32e-bf491cb8e39a
eb3dd40b-1385-4841-9233-d3efee540c77,a26824e2-ec93-418b-a32e-bf491cb8e39a
4bb189e5-ee02-402c-ad68-49f9cfbcacd6,04d8d6a7-c069-488b-b554-cf0babdb1fff
7d90c2b4-4b5c-449e-ad6a-aa1253d951ed,cf81df12-3657-4a51-873c-9c2f39fd240c
deefe765-772a-49dd-a332-7a16a80e6c4c,cf81df12-3657-4a51-873c-9c2f39fd240c
f8060cb8-eced-4bf3-ac43-3232f488c714,cf81df12-3657-4a51-873c-9c2f39fd240c
cc2753e6-ef52-4399-a325-5214bf403b3a,cf81df12-3657-4a51-873c-9c2f39fd240c
cfb310d7-4c0e-4b5c-b5b2-9379e891d483,cf81df12-3657-4a51-873c-9c2f39fd240c
3a0debc1-f880-4718-b97e-39373d60ffee,cf81df12-3657-4a51-873c-9c2f39fd240c
912301d3-3033-41c8-bdff-83d330c7c566,cf81df12-3657-4a51-873c-9c2f39fd240c
2e3c0740-77c3-4168-9065-fedacc45caa2,cf81df12-3657-4a51-873c-9c2f39fd240c
8a0a387d-9e27-4ebb-8348-9787bd5a9287,cf81df12-3657-4a51-873c-9c2f39fd240c
5536c0b4-de24-488e-a420-0c699c5da7e2,cf81df12-3657-4a51-873c-9c2f39fd240c
727551a8-adfd-4953-bc58-fee309fa9ded,a26824e2-ec93-418b-a32e-bf491cb8e39a
63f3d304-7bec-4f83-a79d-4aa2aa44d07d,a26824e2-ec93-418b-a32e-bf491cb8e39a
4c1a5cf5-1e3e-4e05-b405-322fe276d258,a26824e2-ec93-418b-a32e-bf491cb8e39a
607603c3-cf31-4238-bb6d-4257481ce4e3,a26824e2-ec93-418b-a32e-bf491cb8e39a
df757d65-f931-4032-88fe-8423c4393b23,a26824e2-ec93-418b-a32e-bf491cb8e39a
3f2ea33b-954c-4932-9f85-66c0388803ae,a26824e2-ec93-418b-a32e-bf491cb8e39a
2320adb7-b6e7-4c45-b10a-2f12d06806d2,a26824e2-ec93-418b-a32e-bf491cb8e39a
1094ce41-7d2f-4808-93df-6f52404a8ecb,a26824e2-ec93-418b-a32e-bf491cb8e39a
b921ed1b-7bce-4ff7-8081-fde5a861425f,cf81df12-3657-4a51-873c-9c2f39fd240c
dd82ad9d-56e6-45cf-aa92-88e2e5139295,cf81df12-3657-4a51-873c-9c2f39fd240c
9a91cfc2-7d90-421c-a255-483267b0d1d1,cf81df12-3657-4a51-873c-9c2f39fd240c
19881c68-9451-451f-a82f-6ab0beaca444,6bcc230c-a736-41bd-b859-8149db146b0d
0ead33c7-d0fd-4e67-a85b-ec7128a4f16f,cf81df12-3657-4a51-873c-9c2f39fd240c
86effcd1-b788-40aa-8595-dd72fea82168,cf81df12-3657-4a51-873c-9c2f39fd240c
737197da-b039-4294-b9f5-8254987a54f2,cf81df12-3657-4a51-873c-9c2f39fd240c
906354f4-9e15-4d05-8670-39a02832434b,cf81df12-3657-4a51-873c-9c2f39fd240c
91328783-79a5-49f1-9355-5094141b03ac,cf81df12-3657-4a51-873c-9c2f39fd240c
764812e2-0c1d-44c6-acb2-0b10c9ad5451,cf81df12-3657-4a51-873c-9c2f39fd240c
607d8324-df50-4fda-b6e6-35757e476e9c,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
ea4d0e37-1921-44c7-b6c7-b30b448c5f2e,6bcc230c-a736-41bd-b859-8149db146b0d
ea4d0e37-1921-44c7-b6c7-b30b448c5f2e,6bcc230c-a736-41bd-b859-8149db146b0d
973881a4-c8b0-4a24-a449-deac87346bdf,0dd57046-8bf3-49a6-9ec5-556385b9e899
973881a4-c8b0-4a24-a449-deac87346bdf,6bcc230c-a736-41bd-b859-8149db146b0d
9663d90c-254d-438d-ac14-c80d43e92045,0dd57046-8bf3-49a6-9ec5-556385b9e899
9663d90c-254d-438d-ac14-c80d43e92045,6bcc230c-a736-41bd-b859-8149db146b0d
58bc9b65-4085-496c-b912-be388f969568,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
295eea37-5cba-40e9-8f3e-11d39efc13ad,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
1c2b59c5-e5fa-4b00-9e39-ffdef3cd7ac8,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
fe65d157-2e8d-48ea-90ff-4a7d056fe76b,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
a6711c56-3105-45e6-a23d-2cdadb95a49d,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
36bac8bd-e09a-42b9-ace2-1fe032980d3f,6bcc230c-a736-41bd-b859-8149db146b0d
494350d7-017c-4244-ac01-a3c3c4c7af89,ef06a248-e706-4d98-92e7-f6a8956b762c
73074077-3f93-4613-b312-6dcb3704a9c5,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
7b388d2a-82cb-4576-8841-19f4b85f3900,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
9ca97285-c57e-42ef-a569-fcbd97474ff5,ef06a248-e706-4d98-92e7-f6a8956b762c
aebba5ab-14fb-4dca-8318-7a7c80a79368,302d9d4d-dc32-4087-9b3f-e6de4e97ed37
ebe70732-5ab5-41c1-8e3d-4716bf00ba0a,a26824e2-ec93-418b-a32e-bf491cb8e39a
ebe70732-5ab5-41c1-8e3d-4716bf00ba0a,6bcc230c-a736-41bd-b859-8149db146b0d
e5f26e83-9ac8-4134-87cc-b3a19c51c8db,a26824e2-ec93-418b-a32e-bf491cb8e39a
e5f26e83-9ac8-4134-87cc-b3a19c51c8db,6bcc230c-a736-41bd-b859-8149db146b0d
2d6bb973-5628-4579-923f-ad671b3de790,a26824e2-ec93-418b-a32e-bf491cb8e39a
8b5fdf84-1390-42f9-a10c-4f9c5dbba35a,6bcc230c-a736-41bd-b859-8149db146b0d
4e57833c-806a-4eb7-a6ab-a7d611554646,a26824e2-ec93-418b-a32e-bf491cb8e39a
4e57833c-806a-4eb7-a6ab-a7d611554646,6bcc230c-a736-41bd-b859-8149db146b0d
1e49c007-8f2a-465d-978e-ac5f299a37e3,a26824e2-ec93-418b-a32e-bf491cb8e39a
1e49c007-8f2a-465d-978e-ac5f299a37e3,ef06a248-e706-4d98-92e7-f6a8956b762c
5ba0e40c-5c34-4f58-9d2b-91f033534f89,a26824e2-ec93-418b-a32e-bf491cb8e39a
e5aed781-1fd2-43a5-8f07-2eb4e6774dde,a26824e2-ec93-418b-a32e-bf491cb8e39a
3092f2e4-2cda-4d83-83bb-d88e34c8e76b,a26824e2-ec93-418b-a32e-bf491cb8e39a
006949be-a2ec-4f8c-93de-24cc0acba5dc,a26824e2-ec93-418b-a32e-bf491cb8e39a
cc86febd-cb91-42de-8039-8358dc0cb36c,a26824e2-ec93-418b-a32e-bf491cb8e39a
9acf3298-a577-4dcd-9688-be064c42f9ec,a26824e2-ec93-418b-a32e-bf491cb8e39a
eab398a5-777a-4244-9381-154c1f3c519a,ef06a248-e706-4d98-92e7-f6a8956b762c
eab398a5-777a-4244-9381-154c1f3c519a,a26824e2-ec93-418b-a32e-bf491cb8e39a
317bb791-b52d-43af-90da-a8e8c017ca8f,a26824e2-ec93-418b-a32e-bf491cb8e39a
c7314ece-1039-47e3-9314-eb592f242118,a26824e2-ec93-418b-a32e-bf491cb8e39a
3d94148a-2e41-4fa6-ad0f-153e941c04bd,a26824e2-ec93-418b-a32e-bf491cb8e39a
bff1ebbf-62ea-4451-8a73-a14239b69bda,a26824e2-ec93-418b-a32e-bf491cb8e39a
e1926cbd-2551-4a60-91f0-3bf042d7dfdc,a26824e2-ec93-418b-a32e-bf491cb8e39a
ecc8dd37-0af2-49b6-a162-ea02884d7d22,a26824e2-ec93-418b-a32e-bf491cb8e39a
41054de6-2078-42dc-a99e-20fdf867b6ae,a26824e2-ec93-418b-a32e-bf491cb8e39a
5b98b8c0-8fdd-49f7-ac52-2d69d20e14a7,a26824e2-ec93-418b-a32e-bf491cb8e39a
e700ef8e-e763-4bef-a20c-09929855af38,a26824e2-ec93-418b-a32e-bf491cb8e39a
9147c756-463d-4d1c-b699-7f4cd5c080fc,a26824e2-ec93-418b-a32e-bf491cb8e39a
fd459fc6-7826-4774-9c04-ba4bc2d55a72,a26824e2-ec93-418b-a32e-bf491cb8e39a
28c31322-4fb8-4592-9e37-5dfcd2172106,a26824e2-ec93-418b-a32e-bf491cb8e39a
94e59635-7085-4c10-8b98-6c44cf68c541,a26824e2-ec93-418b-a32e-bf491cb8e39a
f2bd5f9e-ccbe-4aef-b6c6-27e136aeab10,a26824e2-ec93-418b-a32e-bf491cb8e39a
9f405819-ef03-4f98-a6c4-7c7421c82c42,a26824e2-ec93-418b-a32e-bf491cb8e39a
6148a9d5-d8ee-4c1a-9153-1ccde27bde0d,a26824e2-ec93-418b-a32e-bf491cb8e39a
efb5fcaf-30d8-484f-986a-77a85603c796,a26824e2-ec93-418b-a32e-bf491cb8e39a
d86500fb-9dca-4e90-8e81-cd6ca82c0d46,a26824e2-ec93-418b-a32e-bf491cb8e39a
372c20dc-060b-4342-9b86-df3a817f4789,a26824e2-ec93-418b-a32e-bf491cb8e39a
578e2c5d-2dc0-447a-9b67-648eaaa9075a,a26824e2-ec93-418b-a32e-bf491cb8e39a
6b77fdce-a3de-4d7d-8270-1ddf7e762ce4,a26824e2-ec93-418b-a32e-bf491cb8e39a
22dfdcd6-945a-4d16-9001-cd48eea3a3a8,a26824e2-ec93-418b-a32e-bf491cb8e39a
c2be92e4-0c2d-485f-85b1-c8c2ac6a7598,a26824e2-ec93-418b-a32e-bf491cb8e39a
415acb22-0d16-4eab-868b-ffa4a8214b0d,cf81df12-3657-4a51-873c-9c2f39fd240c
f8c5207b-9850-46ac-b7ce-22a77978c38d,a26824e2-ec93-418b-a32e-bf491cb8e39a
f8c5207b-9850-46ac-b7ce-22a77978c38d,04d8d6a7-c069-488b-b554-cf0babdb1fff
a7d13138-0eb2-4253-ab7f-11e609cd3971,a26824e2-ec93-418b-a32e-bf491cb8e39a
ebe5c749-5afb-492f-88f3-d5bb6bff728e,a26824e2-ec93-418b-a32e-bf491cb8e39a
2c94ed2f-b264-4f1c-bea1-4f5379060a38,a26824e2-ec93-418b-a32e-bf491cb8e39a
55ef09d1-6022-49c4-82ec-4e9969d72987,a26824e2-ec93-418b-a32e-bf491cb8e39a
d9f6635b-1dc7-4a4b-9b02-445fa492e11e,a26824e2-ec93-418b-a32e-bf491cb8e39a
b11ed44c-76e1-4526-8ef7-3b12d48c92ac,0dd57046-8bf3-49a6-9ec5-556385b9e899
b11ed44c-76e1-4526-8ef7-3b12d48c92ac,6bcc230c-a736-41bd-b859-8149db146b0d
76fa0a32-e876-48b0-889a-b9fa37713259,a26824e2-ec93-418b-a32e-bf491cb8e39a
746cb2cc-43f3-4af2-a705-44930a3a3f41,a26824e2-ec93-418b-a32e-bf491cb8e39a
c57f7bab-2631-47c8-88ee-dd349a6a99ff,a26824e2-ec93-418b-a32e-bf491cb8e39a
4c6f8cc0-5f84-415f-b26b-e1c4cdb4b327,6bcc230c-a736-41bd-b859-8149db146b0d
71ee9b7e-c2d6-43db-a1d3-a7c8287c0a91,ef06a248-e706-4d98-92e7-f6a8956b762c
71ee9b7e-c2d6-43db-a1d3-a7c8287c0a91,ef06a248-e706-4d98-92e7-f6a8956b762c
229d18ab-62ed-49e4-8677-6399ed83d94f,a26824e2-ec93-418b-a32e-bf491cb8e39a
ce981cf0-abbc-4fc5-ab9b-9c2da0137270,a26824e2-ec93-418b-a32e-bf491cb8e39a
06313e6b-e242-4cb2-be8e-33bac8d26980,a26824e2-ec93-418b-a32e-bf491cb8e39a
06313e6b-e242-4cb2-be8e-33bac8d26980,cf81df12-3657-4a51-873c-9c2f39fd240c
