idGrupoValorCategoria,idValorCategoria
b009fdc4-38a4-4875-bac1-08ffe641bac9,c30e6909-faaa-472e-965b-a5e7b48b341b
b009fdc4-38a4-4875-bac1-08ffe641bac9,04d516b1-610b-4455-8508-f35fc199c64e
b009fdc4-38a4-4875-bac1-08ffe641bac9,faf36777-c99f-410d-975a-f5d8de5caec3
d09a0f33-02cf-4bcf-b4f5-4eeece382141,1574b5aa-0478-443e-8b09-9edbad855b05
d09a0f33-02cf-4bcf-b4f5-4eeece382141,aa39ce54-7a6d-408d-9fb9-0e774b6b9b6c
d09a0f33-02cf-4bcf-b4f5-4eeece382141,214f8437-8cb0-4068-9f84-a067f6f85e7e
d09a0f33-02cf-4bcf-b4f5-4eeece382141,99d6567a-c92b-465e-b37a-6651e00e7111
d09a0f33-02cf-4bcf-b4f5-4eeece382141,664500a5-cc77-429c-bed3-ccfaef24eeeb
d09a0f33-02cf-4bcf-b4f5-4eeece382141,50eecd67-8f80-404d-a142-7aa32c2ce7fc
d09a0f33-02cf-4bcf-b4f5-4eeece382141,2fe925ed-a9ab-439b-879e-2faabbf58548
d09a0f33-02cf-4bcf-b4f5-4eeece382141,cd56cc7d-c512-4333-8139-6deccde4ff44
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,1574b5aa-0478-443e-8b09-9edbad855b05
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,aa39ce54-7a6d-408d-9fb9-0e774b6b9b6c
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,214f8437-8cb0-4068-9f84-a067f6f85e7e
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,99d6567a-c92b-465e-b37a-6651e00e7111
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,664500a5-cc77-429c-bed3-ccfaef24eeeb
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,50eecd67-8f80-404d-a142-7aa32c2ce7fc
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,2fe925ed-a9ab-439b-879e-2faabbf58548
d1fdd9ce-dcea-41fe-8fc9-6bffbb653202,cd56cc7d-c512-4333-8139-6deccde4ff44
517bd038-6121-4b0d-86ea-a701ce1478ad,00c01e12-1e8c-42cc-a658-6f6029fbf53b
517bd038-6121-4b0d-86ea-a701ce1478ad,e4784132-a9bb-4397-b4d4-4bc5167a0141
52cb22e2-7789-4246-a4ab-05c4fcd0fe8f,928ad34c-0f75-4621-903e-0ed2320b5c7e
52cb22e2-7789-4246-a4ab-05c4fcd0fe8f,cbe09158-ccec-490c-b8a6-fe0b3207f8fb
52cb22e2-7789-4246-a4ab-05c4fcd0fe8f,7c7a586e-bda0-46e9-a7dd-c4066d76f687
52cb22e2-7789-4246-a4ab-05c4fcd0fe8f,c89cf932-802f-4ad2-b0a6-dc88c436d5a8
4dd769f3-3c2b-4c2c-8233-03ade8b21926,edba9a5f-9064-456a-9ce9-ea8ed575dbef
4dd769f3-3c2b-4c2c-8233-03ade8b21926,d02f8135-de5d-4e2c-8e64-6d611d1f2d86
4dd769f3-3c2b-4c2c-8233-03ade8b21926,1ba17537-c737-4a26-8e1c-8f3845f8d5e1
4dd769f3-3c2b-4c2c-8233-03ade8b21926,41f72a46-07b5-49a3-9c54-09f124e1427c
180a6388-9cd6-48df-a583-5173a23fdb88,6f851cb7-d306-4005-aafa-fad3dd6bffb5
180a6388-9cd6-48df-a583-5173a23fdb88,4c093d72-2397-4ee8-b3ca-8697fee2fb08
180a6388-9cd6-48df-a583-5173a23fdb88,ceec73cc-131f-426a-a6ec-94adf6d68e25
180a6388-9cd6-48df-a583-5173a23fdb88,9957d063-568d-4df8-835b-61eb16eb05fb
ecb41bab-181c-44d9-8f05-70dd49877589,6f851cb7-d306-4005-aafa-fad3dd6bffb5
ecb41bab-181c-44d9-8f05-70dd49877589,4c093d72-2397-4ee8-b3ca-8697fee2fb08
ecb41bab-181c-44d9-8f05-70dd49877589,5d458457-7c78-4ebf-846d-5305485de213
3ed9d797-32d9-4656-b932-58f9d6af9f78,7dee9d82-baa1-49f7-89de-a7ceb5926604
3ed9d797-32d9-4656-b932-58f9d6af9f78,db4a56b3-0f64-44d1-8e1a-e86dec573a77
3ed9d797-32d9-4656-b932-58f9d6af9f78,823bd302-20f3-4e30-b27e-f48a648801a9
0463d133-3157-4f0e-b1a6-3711ee1ebcb6,493df644-d8cb-4031-b8ff-4529993e23d9
0463d133-3157-4f0e-b1a6-3711ee1ebcb6,c0b6890d-bba8-43cd-ab73-2bac36ed1404
0463d133-3157-4f0e-b1a6-3711ee1ebcb6,936c212b-e59d-499a-b025-bc7904c9d82d
fcfc76c9-ccea-4742-9963-0e0ff69f9fe9,4b78f7aa-e79e-4b33-8779-8195078a40c0
fcfc76c9-ccea-4742-9963-0e0ff69f9fe9,d84ab209-9efb-48a3-b86d-3c7b6375a33f
cf703d2b-6313-4b78-952d-26213bb6e7f3,57e07d74-e46d-4811-bd46-7723fa4fce45
cf703d2b-6313-4b78-952d-26213bb6e7f3,3947edac-05a9-4100-aa04-d75cdc1a2b6a
cf703d2b-6313-4b78-952d-26213bb6e7f3,31d184ef-febf-4e3e-b7c3-eed23fd15937
78f9af86-f863-4628-b422-87711b5cd09d,6715416f-3a77-4860-a462-4453a31b4a11
78f9af86-f863-4628-b422-87711b5cd09d,c935d297-98d4-4812-b35c-4bad837b1da5
78f9af86-f863-4628-b422-87711b5cd09d,0135d008-a451-4418-b025-4976eb44c535
78f9af86-f863-4628-b422-87711b5cd09d,08439f9a-2511-4ec5-a824-863224f9dfe7
9837494b-a0f2-49a2-97a3-2d099461fc67,00c01e12-1e8c-42cc-a658-6f6029fbf53b
9837494b-a0f2-49a2-97a3-2d099461fc67,e8d551bd-ebe4-4dcf-b30b-84d492bdee0b
9837494b-a0f2-49a2-97a3-2d099461fc67,df571765-fb2e-47f9-b983-593084ca359a
9837494b-a0f2-49a2-97a3-2d099461fc67,ea6e8268-9787-40bf-a610-2cd997d1f856
332f02d7-96e7-4234-bd38-d4e103155ccb,00c01e12-1e8c-42cc-a658-6f6029fbf53b
332f02d7-96e7-4234-bd38-d4e103155ccb,e8d551bd-ebe4-4dcf-b30b-84d492bdee0b
332f02d7-96e7-4234-bd38-d4e103155ccb,df571765-fb2e-47f9-b983-593084ca359a
332f02d7-96e7-4234-bd38-d4e103155ccb,ea6e8268-9787-40bf-a610-2cd997d1f856
7f8e38eb-a07e-4721-8330-8491bda26a5b,c233321a-7131-4d06-9bf8-e71d818c958b
7f8e38eb-a07e-4721-8330-8491bda26a5b,7417a645-958e-49db-ac61-4a2827e627c5
7f8e38eb-a07e-4721-8330-8491bda26a5b,e64c68de-9da0-47e4-a032-96972e8c1565
7f8e38eb-a07e-4721-8330-8491bda26a5b,f894fdcb-aebe-468b-bce1-32dfe3c898a0
12fe5b81-8dc3-4012-9231-719b924d78c5,00c01e12-1e8c-42cc-a658-6f6029fbf53b
12fe5b81-8dc3-4012-9231-719b924d78c5,e4784132-a9bb-4397-b4d4-4bc5167a0141
e9e5067c-b212-42be-af9d-1a8aa0803279,00c01e12-1e8c-42cc-a658-6f6029fbf53b
e9e5067c-b212-42be-af9d-1a8aa0803279,e4784132-a9bb-4397-b4d4-4bc5167a0141
77f06597-7fc2-4d22-bf99-1f021f0b9d11,00c01e12-1e8c-42cc-a658-6f6029fbf53b
77f06597-7fc2-4d22-bf99-1f021f0b9d11,e4784132-a9bb-4397-b4d4-4bc5167a0141
ccda3a94-3087-4da2-8c61-b9c949144e0e,00c01e12-1e8c-42cc-a658-6f6029fbf53b
ccda3a94-3087-4da2-8c61-b9c949144e0e,e4784132-a9bb-4397-b4d4-4bc5167a0141
8c6b777e-6cf3-420c-b44f-56bc2e272a80,00c01e12-1e8c-42cc-a658-6f6029fbf53b
8c6b777e-6cf3-420c-b44f-56bc2e272a80,e4784132-a9bb-4397-b4d4-4bc5167a0141
20fa7421-b52c-4616-b6e0-1a5c952f975e,00c01e12-1e8c-42cc-a658-6f6029fbf53b
20fa7421-b52c-4616-b6e0-1a5c952f975e,e4784132-a9bb-4397-b4d4-4bc5167a0141
0aca978e-be01-4d23-b4f0-f7c54b217dea,00c01e12-1e8c-42cc-a658-6f6029fbf53b
0aca978e-be01-4d23-b4f0-f7c54b217dea,e4784132-a9bb-4397-b4d4-4bc5167a0141
afb38448-1e15-4323-9742-3fa469e361b1,00c01e12-1e8c-42cc-a658-6f6029fbf53b
afb38448-1e15-4323-9742-3fa469e361b1,e4784132-a9bb-4397-b4d4-4bc5167a0141
eb4972ce-477b-40cc-b70a-88b1c0c65199,00c01e12-1e8c-42cc-a658-6f6029fbf53b
eb4972ce-477b-40cc-b70a-88b1c0c65199,e4784132-a9bb-4397-b4d4-4bc5167a0141
b8888308-afa3-4a54-95ea-876208354747,00c01e12-1e8c-42cc-a658-6f6029fbf53b
b8888308-afa3-4a54-95ea-876208354747,e4784132-a9bb-4397-b4d4-4bc5167a0141
58e8a0d4-43bb-423e-9e78-516b5e330506,00c01e12-1e8c-42cc-a658-6f6029fbf53b
58e8a0d4-43bb-423e-9e78-516b5e330506,e4784132-a9bb-4397-b4d4-4bc5167a0141
8a3659ba-ab24-487f-98ee-cb2bfce05c4e,00c01e12-1e8c-42cc-a658-6f6029fbf53b
8a3659ba-ab24-487f-98ee-cb2bfce05c4e,e4784132-a9bb-4397-b4d4-4bc5167a0141
5aaddca8-91aa-4d44-a464-17271bc93cd9,00c01e12-1e8c-42cc-a658-6f6029fbf53b
5aaddca8-91aa-4d44-a464-17271bc93cd9,e4784132-a9bb-4397-b4d4-4bc5167a0141
d9cf3970-9ecd-47f8-b81b-f51288324794,00c01e12-1e8c-42cc-a658-6f6029fbf53b
d9cf3970-9ecd-47f8-b81b-f51288324794,e4784132-a9bb-4397-b4d4-4bc5167a0141
9601b845-1e9d-4561-88e3-b432f7a0fcbc,00c01e12-1e8c-42cc-a658-6f6029fbf53b
9601b845-1e9d-4561-88e3-b432f7a0fcbc,e4784132-a9bb-4397-b4d4-4bc5167a0141
e2bcb352-ed86-4b85-982c-1cf21fb23c8a,00c01e12-1e8c-42cc-a658-6f6029fbf53b
e2bcb352-ed86-4b85-982c-1cf21fb23c8a,e4784132-a9bb-4397-b4d4-4bc5167a0141
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,d3377f24-3ddf-4267-a999-a613d7a95ac7
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,11386931-9a7e-4fb4-8230-5ca11a089de3
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,5c08bd33-ba79-40e4-8b97-38ab44a76538
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,f55830cd-ce74-41f1-a7a4-931fdce94a0e
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,cf3d8649-c3ab-47c1-b790-ac2b7a53f62e
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,50189d3a-1c5c-4a59-931d-8e1e7695fc99
07e2bf71-a087-46d4-ac5f-fc27f3e390f6,616e5687-0bad-4d32-80e6-5e27d60880c7
fadb544b-283b-42e7-9e02-6646872f62cf,dfb3d581-e8b6-46d9-b87f-e2656bdc58dc
fadb544b-283b-42e7-9e02-6646872f62cf,47b47ab4-06b6-4261-8cf3-c024cb0b940f
fadb544b-283b-42e7-9e02-6646872f62cf,27094733-968a-46ca-8f9f-cc635021e4f6
5f9b2791-8b8a-4b53-8472-0e4846f615cc,00c01e12-1e8c-42cc-a658-6f6029fbf53b
5f9b2791-8b8a-4b53-8472-0e4846f615cc,e4784132-a9bb-4397-b4d4-4bc5167a0141
998c511e-12a7-4358-9de3-7bbf959b0fe5,00c01e12-1e8c-42cc-a658-6f6029fbf53b
998c511e-12a7-4358-9de3-7bbf959b0fe5,e4784132-a9bb-4397-b4d4-4bc5167a0141
1159ba30-d802-4577-9a8a-aaa64c883802,00c01e12-1e8c-42cc-a658-6f6029fbf53b
1159ba30-d802-4577-9a8a-aaa64c883802,e4784132-a9bb-4397-b4d4-4bc5167a0141
6de0738c-a2ae-45ff-b2fc-3d7dd6339981,00c01e12-1e8c-42cc-a658-6f6029fbf53b
6de0738c-a2ae-45ff-b2fc-3d7dd6339981,e4784132-a9bb-4397-b4d4-4bc5167a0141
69d5a76d-70bb-42b5-9ec6-8018fc8be772,00c01e12-1e8c-42cc-a658-6f6029fbf53b
69d5a76d-70bb-42b5-9ec6-8018fc8be772,e4784132-a9bb-4397-b4d4-4bc5167a0141
8ba23635-00ec-4d08-8ad9-d74811a3d9e2,00c01e12-1e8c-42cc-a658-6f6029fbf53b
8ba23635-00ec-4d08-8ad9-d74811a3d9e2,e4784132-a9bb-4397-b4d4-4bc5167a0141
cde583a1-452e-423d-a539-1faecb225cc7,00c01e12-1e8c-42cc-a658-6f6029fbf53b
cde583a1-452e-423d-a539-1faecb225cc7,e4784132-a9bb-4397-b4d4-4bc5167a0141
6d3f3c52-b8c5-47fb-86fe-7feb66abf779,00c01e12-1e8c-42cc-a658-6f6029fbf53b
6d3f3c52-b8c5-47fb-86fe-7feb66abf779,e4784132-a9bb-4397-b4d4-4bc5167a0141
f877c6cf-5bdc-4352-99a4-0370e369b00f,00c01e12-1e8c-42cc-a658-6f6029fbf53b
f877c6cf-5bdc-4352-99a4-0370e369b00f,e4784132-a9bb-4397-b4d4-4bc5167a0141
7ff87aaa-6846-4fe2-82d3-9edfe21f3e38,00c01e12-1e8c-42cc-a658-6f6029fbf53b
7ff87aaa-6846-4fe2-82d3-9edfe21f3e38,e4784132-a9bb-4397-b4d4-4bc5167a0141
7825a198-0cc6-4ad9-aba7-feefdf9679f5,17097193-1d02-46a1-82c2-646798dd517c
7825a198-0cc6-4ad9-aba7-feefdf9679f5,09f9d9cd-c83e-42e5-a089-d26e4b2e1c15
7825a198-0cc6-4ad9-aba7-feefdf9679f5,ffe18ad9-0e11-430b-8eb5-35ec7e487c85
7825a198-0cc6-4ad9-aba7-feefdf9679f5,9e89a5c5-7e3c-4443-bd1f-5e386f583ae7
0bc86314-fe1a-4e58-9b65-b341b7b52722,17097193-1d02-46a1-82c2-646798dd517c
0bc86314-fe1a-4e58-9b65-b341b7b52722,09f9d9cd-c83e-42e5-a089-d26e4b2e1c15
0bc86314-fe1a-4e58-9b65-b341b7b52722,ffe18ad9-0e11-430b-8eb5-35ec7e487c85
0bc86314-fe1a-4e58-9b65-b341b7b52722,9e89a5c5-7e3c-4443-bd1f-5e386f583ae7
8fc85a47-73ef-4f0e-9785-64a03d8c21af,17097193-1d02-46a1-82c2-646798dd517c
8fc85a47-73ef-4f0e-9785-64a03d8c21af,718d0910-79e3-4296-b07d-dc9c10d0ecd8
8fc85a47-73ef-4f0e-9785-64a03d8c21af,dd0dd9dc-d710-47f8-a2b1-ff052a17502d
b28452ae-e540-46a8-aed6-6fe4ac81c725,17097193-1d02-46a1-82c2-646798dd517c
b28452ae-e540-46a8-aed6-6fe4ac81c725,09f9d9cd-c83e-42e5-a089-d26e4b2e1c15
b28452ae-e540-46a8-aed6-6fe4ac81c725,ffe18ad9-0e11-430b-8eb5-35ec7e487c85
b28452ae-e540-46a8-aed6-6fe4ac81c725,9e89a5c5-7e3c-4443-bd1f-5e386f583ae7
016974c3-23c4-46cd-bc8c-a19f362d2c93,17097193-1d02-46a1-82c2-646798dd517c
016974c3-23c4-46cd-bc8c-a19f362d2c93,09f9d9cd-c83e-42e5-a089-d26e4b2e1c15
016974c3-23c4-46cd-bc8c-a19f362d2c93,ffe18ad9-0e11-430b-8eb5-35ec7e487c85
016974c3-23c4-46cd-bc8c-a19f362d2c93,9e89a5c5-7e3c-4443-bd1f-5e386f583ae7
17137cc6-3cdf-4c0f-87d7-ef01de3f7497,ba227ee3-f68f-4ffd-89ca-f3b835ac1688
17137cc6-3cdf-4c0f-87d7-ef01de3f7497,2db90624-9daf-4ece-b4a4-52dd0caf35c6
17137cc6-3cdf-4c0f-87d7-ef01de3f7497,82cb9ca3-d783-49e6-9d43-634605cc3ac5
17137cc6-3cdf-4c0f-87d7-ef01de3f7497,e285184d-46d2-40cc-b76b-e7b7544dca2e
99c8e613-2802-47e8-bc91-b7946f771621,00c01e12-1e8c-42cc-a658-6f6029fbf53b
99c8e613-2802-47e8-bc91-b7946f771621,e4784132-a9bb-4397-b4d4-4bc5167a0141
ca3f9546-efdb-43bc-babc-4ff193311087,00c01e12-1e8c-42cc-a658-6f6029fbf53b
ca3f9546-efdb-43bc-babc-4ff193311087,e4784132-a9bb-4397-b4d4-4bc5167a0141
ca3f9546-efdb-43bc-babc-4ff193311087,350f16a5-9ed0-4a35-8a08-bba2f037b027
953c7397-0464-4936-bedc-dcea93a4b731,79c9299e-48e7-4ae8-8f05-43f48d954793
953c7397-0464-4936-bedc-dcea93a4b731,ac8fe745-f570-49b9-b9f6-3a78aac49034
953c7397-0464-4936-bedc-dcea93a4b731,451516b1-7f48-402f-99da-ddff6125fb62
5b0fe7b7-dd83-44c2-9fd8-e4b0680b53a1,79c9299e-48e7-4ae8-8f05-43f48d954793
5b0fe7b7-dd83-44c2-9fd8-e4b0680b53a1,ac8fe745-f570-49b9-b9f6-3a78aac49034
5b0fe7b7-dd83-44c2-9fd8-e4b0680b53a1,451516b1-7f48-402f-99da-ddff6125fb62
3d01300f-6d26-4df0-ae95-6a2d37ddae55,00c01e12-1e8c-42cc-a658-6f6029fbf53b
3d01300f-6d26-4df0-ae95-6a2d37ddae55,e4784132-a9bb-4397-b4d4-4bc5167a0141
e3b27514-7ea9-495d-91e1-24cbade4bd53,00c01e12-1e8c-42cc-a658-6f6029fbf53b
e3b27514-7ea9-495d-91e1-24cbade4bd53,e4784132-a9bb-4397-b4d4-4bc5167a0141
b1203a70-d1d1-489b-907b-230244803bac,00c01e12-1e8c-42cc-a658-6f6029fbf53b
b1203a70-d1d1-489b-907b-230244803bac,e4784132-a9bb-4397-b4d4-4bc5167a0141
83190dde-8955-49e5-8d45-fae222337491,00c01e12-1e8c-42cc-a658-6f6029fbf53b
83190dde-8955-49e5-8d45-fae222337491,e4784132-a9bb-4397-b4d4-4bc5167a0141
56cde34a-0b39-41b7-b54d-aed7ab215825,00c01e12-1e8c-42cc-a658-6f6029fbf53b
56cde34a-0b39-41b7-b54d-aed7ab215825,e4784132-a9bb-4397-b4d4-4bc5167a0141
271fe8b0-57af-4b7a-9157-c39a2ea1d835,00c01e12-1e8c-42cc-a658-6f6029fbf53b
271fe8b0-57af-4b7a-9157-c39a2ea1d835,e4784132-a9bb-4397-b4d4-4bc5167a0141
8bd2adf2-4f3d-4e0c-a686-3c3c88bce35d,85ef5e6e-71f2-4bba-8ca7-4b3ed585ef45
8bd2adf2-4f3d-4e0c-a686-3c3c88bce35d,96b68597-01e0-4795-ab76-6f0ea9d9c4fe
8bd2adf2-4f3d-4e0c-a686-3c3c88bce35d,15366eeb-9c18-4feb-973e-46ae718fd894
c9a677ae-1184-4d0e-8c66-46015451635b,00c01e12-1e8c-42cc-a658-6f6029fbf53b
c9a677ae-1184-4d0e-8c66-46015451635b,e4784132-a9bb-4397-b4d4-4bc5167a0141
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,0965a1e1-67d2-47dd-89bb-5070887c52e3
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,4a042482-7d84-4494-9615-ffc3fe776f95
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,eb04a3fa-34e5-4736-978c-d3fa639f5150
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,a6733989-cd78-4a0a-a58c-bd4aba4f7e02
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,2d8ce48d-df09-4c72-b7ef-eba3ea88c45d
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,f30896d8-8153-4a3e-a213-cf923b79539b
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,e23c64b6-8210-4c2b-98af-c62dd29efa87
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,aef8bdee-1ec1-4472-9ba1-359890d758fc
3db189ad-b7eb-48ca-bbf7-647afe2e4c4f,2933074c-0985-43f8-9216-086f48bf92ed
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,0965a1e1-67d2-47dd-89bb-5070887c52e3
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,4a042482-7d84-4494-9615-ffc3fe776f95
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,eb04a3fa-34e5-4736-978c-d3fa639f5150
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,a6733989-cd78-4a0a-a58c-bd4aba4f7e02
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,2d8ce48d-df09-4c72-b7ef-eba3ea88c45d
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,f30896d8-8153-4a3e-a213-cf923b79539b
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,e23c64b6-8210-4c2b-98af-c62dd29efa87
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,aef8bdee-1ec1-4472-9ba1-359890d758fc
fac30d1b-bbe5-49d2-9c6c-d7cf3454956b,2933074c-0985-43f8-9216-086f48bf92ed
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,0965a1e1-67d2-47dd-89bb-5070887c52e3
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,4a042482-7d84-4494-9615-ffc3fe776f95
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,eb04a3fa-34e5-4736-978c-d3fa639f5150
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,a6733989-cd78-4a0a-a58c-bd4aba4f7e02
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,2d8ce48d-df09-4c72-b7ef-eba3ea88c45d
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,f30896d8-8153-4a3e-a213-cf923b79539b
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,e23c64b6-8210-4c2b-98af-c62dd29efa87
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,aef8bdee-1ec1-4472-9ba1-359890d758fc
cd8bc253-ca5d-4f8c-829e-b89f7c5b2b18,2933074c-0985-43f8-9216-086f48bf92ed
91594467-c07e-4823-956a-fb5d2d25df6b,ac2b7c9c-9623-4b04-9939-de8a62896d5e
91594467-c07e-4823-956a-fb5d2d25df6b,8557ee52-024c-4ad7-a817-bd13707e02d5
91594467-c07e-4823-956a-fb5d2d25df6b,794fddf1-3310-472c-808a-a7e3b2584d8a
91594467-c07e-4823-956a-fb5d2d25df6b,735caed3-15d9-45f5-ac6e-07eabce9f953
43858c01-e20b-408b-9cde-3b904242fc0b,ac2b7c9c-9623-4b04-9939-de8a62896d5e
43858c01-e20b-408b-9cde-3b904242fc0b,8557ee52-024c-4ad7-a817-bd13707e02d5
43858c01-e20b-408b-9cde-3b904242fc0b,794fddf1-3310-472c-808a-a7e3b2584d8a
43858c01-e20b-408b-9cde-3b904242fc0b,735caed3-15d9-45f5-ac6e-07eabce9f953
55ec8b9b-8e4c-47f1-9121-50172501ad27,00c01e12-1e8c-42cc-a658-6f6029fbf53b
55ec8b9b-8e4c-47f1-9121-50172501ad27,e4784132-a9bb-4397-b4d4-4bc5167a0141
43ca2800-8079-4f94-af73-f908622375a6,d66a5585-2af0-43cb-8a8f-6fb26d853fed
43ca2800-8079-4f94-af73-f908622375a6,a4b7e40e-090a-40d7-9c1d-eccbd5308d75
43ca2800-8079-4f94-af73-f908622375a6,2411db46-bee5-465d-9420-d19de830cbdc
43ca2800-8079-4f94-af73-f908622375a6,9ca6d990-34c6-43f0-b22e-e436aa9deb57
43ca2800-8079-4f94-af73-f908622375a6,b4dccb61-85ef-4b70-b8d0-bfd2e780da2b
b6754761-dd5f-488a-9e88-405f3a2fe2f5,00c01e12-1e8c-42cc-a658-6f6029fbf53b
b6754761-dd5f-488a-9e88-405f3a2fe2f5,fca39d14-a3e6-4303-8e51-15ed15e8d666
606cd668-7643-4464-8f70-b89fd811efc4,ac64ef73-1302-435f-b101-6cfa138478e8
606cd668-7643-4464-8f70-b89fd811efc4,3ba558a1-d15c-4563-82a6-74045fe9b580
606cd668-7643-4464-8f70-b89fd811efc4,a56b3463-d72f-4098-a20d-974bcf6668ee
5adef37f-702b-4135-a821-208a0f7dcdbe,00c01e12-1e8c-42cc-a658-6f6029fbf53b
5adef37f-702b-4135-a821-208a0f7dcdbe,e4784132-a9bb-4397-b4d4-4bc5167a0141
eefa15ec-0743-4d2a-b200-061b3fdda34b,00c01e12-1e8c-42cc-a658-6f6029fbf53b
eefa15ec-0743-4d2a-b200-061b3fdda34b,e4784132-a9bb-4397-b4d4-4bc5167a0141
e6421c5b-2de4-4807-add7-c700f20053b1,00c01e12-1e8c-42cc-a658-6f6029fbf53b
e6421c5b-2de4-4807-add7-c700f20053b1,e4784132-a9bb-4397-b4d4-4bc5167a0141
15f8f7d7-8af3-4335-85e0-7022365e9ca7,e1530e32-efd7-42c0-9841-98ab8dca3799
15f8f7d7-8af3-4335-85e0-7022365e9ca7,09d801a9-ead1-4633-9407-e719d4d0884c
15f8f7d7-8af3-4335-85e0-7022365e9ca7,d7ff7370-73c8-4733-920f-e2e7097977d3
15f8f7d7-8af3-4335-85e0-7022365e9ca7,eb21e404-0517-4dec-8127-965effbfaec1
15f8f7d7-8af3-4335-85e0-7022365e9ca7,caad1622-1528-41ea-9d0a-89f00a36d786
15f8f7d7-8af3-4335-85e0-7022365e9ca7,622048ca-d618-4678-a73a-3c6409fa9779
