id_grupo_tema_interes,id_tema_interes
c9cfd8ac-87da-4354-a69f-95e2bbba41ad,ba6913e5-ee84-468a-b2f3-f6528651efe3
c6a987e1-bbfe-4fbc-8a22-8e90f8df21c3,06bd2fb6-b42d-4171-b68b-d80246c672cc
c6a987e1-bbfe-4fbc-8a22-8e90f8df21c3,ba6913e5-ee84-468a-b2f3-f6528651efe3
91d40db1-42ee-41dc-bae6-6882608f620f,f51cb5cf-6196-4da3-a129-927ffe78570e
e3f4e948-aa8e-4ef8-9263-3a93e11f157f,b8ccd884-5487-4b89-9543-de34b1d320e4
19c8d71e-10aa-4642-b348-5f3e9fd0c7f0,b8ccd884-5487-4b89-9543-de34b1d320e4
f64913d0-2219-42a1-827f-fc9095fce5a0,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
7199bfe9-fe46-40a3-80ee-13e3610fba3f,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
f6ab1dc2-8147-4dd2-8528-099ef78efe5b,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
bf97b545-624d-4b7c-aacc-b773f385c3bc,b8ccd884-5487-4b89-9543-de34b1d320e4
ab20a2fe-dc59-4bdc-873c-489ff734922e,f51cb5cf-6196-4da3-a129-927ffe78570e
73ed1191-a03b-4924-adab-6d2e661041d6,f51cb5cf-6196-4da3-a129-927ffe78570e
3f24e765-21ef-420e-a936-1ca7edcab600,f51cb5cf-6196-4da3-a129-927ffe78570e
3b4e1019-a2fb-4ff4-8443-0d247ac79db5,f51cb5cf-6196-4da3-a129-927ffe78570e
987dc988-9425-4e52-a72a-581d844ee90c,f51cb5cf-6196-4da3-a129-927ffe78570e
62c4f9e0-0ce9-41d6-a545-11107043910d,f51cb5cf-6196-4da3-a129-927ffe78570e
600d7af1-7268-421a-8c8c-562fa5f37ebe,f51cb5cf-6196-4da3-a129-927ffe78570e
c2dcfa72-f137-4d9a-95f0-9df25d006461,f51cb5cf-6196-4da3-a129-927ffe78570e
1b1a8d94-be92-4e93-bd13-55eae979ebb9,f51cb5cf-6196-4da3-a129-927ffe78570e
ebcf6a31-8fa7-4eea-8f56-5eabc46fbc93,f51cb5cf-6196-4da3-a129-927ffe78570e
6e8a6c64-1851-4875-8c80-f5cb6d74b6c9,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
de2b91f9-89b0-4b58-b397-9d893e3d0c5e,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
1ebee409-b1b9-4bd4-9e2d-606e0621c6e1,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
fa45ec5d-9ddf-41a4-9119-cfe49e34f29f,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
405b545e-001a-4423-817c-ffbb1a935fe9,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
1a0d5200-67ae-4d40-842a-59c1c16b9262,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
5ad65937-44fe-48ae-8dea-106863dcb7a6,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
e9821074-29d8-42b0-a405-23e623d09570,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
3f04cb7d-2b33-430b-9bc5-0000bbfcf256,f51cb5cf-6196-4da3-a129-927ffe78570e
4b87342b-3149-44b1-bc0c-108c429faf9a,f51cb5cf-6196-4da3-a129-927ffe78570e
94d48958-5447-49ff-a4ac-f11ca13d1e0c,f51cb5cf-6196-4da3-a129-927ffe78570e
c46c10ca-6947-4c3d-9a27-38e8a3f2142e,ba6913e5-ee84-468a-b2f3-f6528651efe3
19337303-6232-48a1-bbb8-3f2a06b22754,f51cb5cf-6196-4da3-a129-927ffe78570e
d06a8c27-42c8-4f86-a4a2-b0c8dd9bb947,f51cb5cf-6196-4da3-a129-927ffe78570e
058a6e01-a560-49f2-808e-6f0cd2583544,f51cb5cf-6196-4da3-a129-927ffe78570e
b49b0614-b5c6-4fca-97c1-0ac32c145f8f,f51cb5cf-6196-4da3-a129-927ffe78570e
c98bc1ca-eff0-49c0-88ba-ca8c8d9d03c5,f51cb5cf-6196-4da3-a129-927ffe78570e
9e673188-9a09-49fa-99c9-220e6ebeb8a9,f51cb5cf-6196-4da3-a129-927ffe78570e
e09481df-4311-4b99-981e-d5f0c72fdd41,15d233a2-ba45-406f-a364-87ebff48dd46
28bf92dc-e272-457f-81a8-e1adf4def728,ba6913e5-ee84-468a-b2f3-f6528651efe3
5c017e55-1212-4a74-87e6-82a1cace5042,06bd2fb6-b42d-4171-b68b-d80246c672cc
5c017e55-1212-4a74-87e6-82a1cace5042,ba6913e5-ee84-468a-b2f3-f6528651efe3
89deafc7-2eab-4aba-9b5b-892552de6827,06bd2fb6-b42d-4171-b68b-d80246c672cc
89deafc7-2eab-4aba-9b5b-892552de6827,ba6913e5-ee84-468a-b2f3-f6528651efe3
c1bc4f2e-a494-4af3-8532-ba1bb09d0039,15d233a2-ba45-406f-a364-87ebff48dd46
3a845f8c-2899-4994-b3f9-51476633f639,15d233a2-ba45-406f-a364-87ebff48dd46
f96fa6cc-6ca4-4702-8c3f-88bb912637c2,15d233a2-ba45-406f-a364-87ebff48dd46
2ae2cf74-142c-46d3-9ebf-d725b3d2a3a2,15d233a2-ba45-406f-a364-87ebff48dd46
27bae29d-3ba4-43bd-b3c6-5b0ffbd3dad3,15d233a2-ba45-406f-a364-87ebff48dd46
a9e6aec2-0edd-43e4-be65-914ed04c4a06,ba6913e5-ee84-468a-b2f3-f6528651efe3
3170cda8-b82c-438f-bbb9-bd9087048bc2,44d20e53-d8ab-43f6-a84b-9dd330105adf
113fbd49-3a11-4d38-a52b-a0e709e1a974,15d233a2-ba45-406f-a364-87ebff48dd46
2cfbdebb-5176-405c-b7d2-2f43c56181d3,15d233a2-ba45-406f-a364-87ebff48dd46
f82ed3d9-c78a-48a9-a466-25dedfaa7230,44d20e53-d8ab-43f6-a84b-9dd330105adf
760c5260-12be-48b2-b46b-b81b45afe7bb,15d233a2-ba45-406f-a364-87ebff48dd46
7740b8bc-69fd-4980-85ca-60d91829093e,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
7740b8bc-69fd-4980-85ca-60d91829093e,ba6913e5-ee84-468a-b2f3-f6528651efe3
b7db0aea-19e8-4d00-a686-3dc2b811f0d1,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
b7db0aea-19e8-4d00-a686-3dc2b811f0d1,ba6913e5-ee84-468a-b2f3-f6528651efe3
7779348d-e117-41fa-bd3e-a665b7ba5c6c,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
6c70917a-5856-4f29-b339-24ad560b4f5c,ba6913e5-ee84-468a-b2f3-f6528651efe3
bded83dd-d47f-48f5-b7c0-9f70e8d0f3d6,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
bded83dd-d47f-48f5-b7c0-9f70e8d0f3d6,ba6913e5-ee84-468a-b2f3-f6528651efe3
af0b3445-a083-446a-b89c-885062e209ef,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
af0b3445-a083-446a-b89c-885062e209ef,44d20e53-d8ab-43f6-a84b-9dd330105adf
f6676536-9d97-4ffc-9a4f-3bed48886313,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
acbf696f-c7cc-47a3-8346-b95dc377b788,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
87241851-97a2-414a-8e41-11aa46bdd7d0,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
9f1ec05a-c3b7-4a0c-8f8f-d8d1499abd74,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
b71892ca-ce96-4e76-8e21-c5bd081367e2,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
bd6bdc97-8ffa-44e4-a413-7c7331e814b6,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
c121dbca-3755-4e16-b7fd-ccc3e81e7d57,44d20e53-d8ab-43f6-a84b-9dd330105adf
c121dbca-3755-4e16-b7fd-ccc3e81e7d57,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
8e291223-66eb-4761-ab4d-e2014b37cd9b,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
6022f3c1-2362-4a4f-96ef-acd3e4a4df3d,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
d3e32cdd-9241-497d-9a32-986316afed82,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
1ac42dfd-e7cb-438d-a8e5-0a135dd6e7c1,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
43011889-7b59-4d42-a901-d2fb50151b32,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
2de81515-a082-45ba-a7e9-a8f38999203a,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
e05162ef-06d9-43a3-8fbb-166e6e00fd25,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
469fe3a3-af75-45a2-b1a6-809c7518c395,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
0a14014a-476e-4555-ba53-c81d1456223f,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
7eceaa51-c5e7-4b07-a44c-696a8beaa496,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
91e1ae71-a32a-4c48-8c44-3dd8e18b7f15,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
cd8926f2-a2fe-4a02-8907-1626b4157f14,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
6534336e-5dc2-4c5b-921a-2d2a30533d44,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
a4d946fb-69f5-4f72-8846-a6e2d7360851,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
f50d307a-ab0e-46d7-9886-310192e3c84a,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
d39eb1e6-bf18-4f35-883f-66d180f290d9,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
3e8c04f0-aa02-49b9-b60a-397ea3185849,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
91f491ba-4bc4-4b16-9737-980d19079f1c,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
eace801f-4dd0-4289-a57f-325b21b471c1,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
a5f099da-bda1-4ad6-b401-27a9f671b087,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
08de5a4f-c82f-4f4e-8837-b8b3c2533487,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
647136e8-526f-4f2f-a9d7-dbbce86c032a,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
8a87ee9c-5465-42a6-8c61-6bf53528065f,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
11324b09-cb0a-405c-a033-d602cdc5ab8f,f51cb5cf-6196-4da3-a129-927ffe78570e
c0b3c6d1-c60b-4b2c-94a9-c5b3942c4641,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
c0b3c6d1-c60b-4b2c-94a9-c5b3942c4641,b8ccd884-5487-4b89-9543-de34b1d320e4
51497ce3-8b5b-4ec6-9108-fe044a4ba68a,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
02b74e34-c4dc-4953-8cad-f5875052f6a2,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
2e426e53-a602-4206-853c-86d511cf427b,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
b40af2de-16ce-452e-9527-bafda093f215,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
6f904415-1901-4702-8015-81f8e960f67b,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
9d734b34-e9e3-4bbc-95c7-fb397d995646,06bd2fb6-b42d-4171-b68b-d80246c672cc
9d734b34-e9e3-4bbc-95c7-fb397d995646,ba6913e5-ee84-468a-b2f3-f6528651efe3
95f5ec8e-ebf0-44a5-946c-5bdbd0f35bbe,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
6b5bec93-d543-4a67-9887-fcf914f49b40,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
d6fd11cc-6a39-44ad-aa38-3b3f33c4dc3e,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
754396cc-80ab-463f-aafe-445b8bb0c045,ba6913e5-ee84-468a-b2f3-f6528651efe3
579dff55-e2bf-4516-bd4e-99d21f0c1611,44d20e53-d8ab-43f6-a84b-9dd330105adf
7515f5cc-174c-4fff-9a85-c5094e6a9634,a0cd3baa-7e5f-4409-8a5a-6f12ef10349f
